,benchmark,dataset,name,run,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
20,cBench,1,office_stringsearch1,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001
21,cBench,2,office_stringsearch1,0,0.0041,0.0041,0.0041,0.0081,0.0081,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0081,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0081,0.0041,0.0041,0.0081,0.0041,0.0041,0.0041,0.0041,0.0041,0.0081,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0081,0.0081,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0081,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0081
22,cBench,3,office_stringsearch1,0,0.0201,0.0081,0.0081,0.0081,0.0121,0.0121,0.0161,0.0121,0.0081,0.0161,0.0081,0.0201,0.0121,0.0121,0.0161,0.0161,0.0161,0.0161,0.0121,0.0161,0.0201,0.0121,0.0121,0.0161,0.0241,0.0161,0.0201,0.0201,0.0121,0.0081,0.0161,0.0241,0.0161,0.0161,0.0121,0.0161,0.0201,0.0121,0.0201,0.0161,0.0201,0.0201,0.0201,0.0201,0.0121,0.0081,0.0161,0.0161,0.0201,0.0201,0.0241,0.0161,0.0201,0.0161,0.0121,0.0201,0.0161,0.0201,0.0161,0.0241,0.0201,0.0121,0.0241,0.0161,0.0121,0.0121,0.0081,0.0121,0.0241,0.0121,0.0241,0.0201,0.0161,0.0201,0.0241,0.0121,0.0121,0.0161,0.0201,0.0161,0.0161,0.0241,0.0201,0.0161,0.0201,0.0081,0.0121,0.0161,0.0161,0.0161,0.0241,0.0121,0.0201,0.0201,0.0121,0.0201,0.0201,0.0201,0.0161,0.0121,0.0161,0.0161,0.0161,0.0201,0.0161,0.0201,0.0161,0.0121,0.0161,0.0161,0.0161,0.0161,0.0121,0.0161,0.0201,0.0121,0.0161,0.0201,0.0161,0.0241,0.0241,0.0161,0.0241,0.0121,0.0161,0.0241,0.0161,0.0161
23,cBench,4,office_stringsearch1,0,0.1401,0.1401,0.1481,0.1721,0.1481,0.2161,0.1561,0.2001,0.1521,0.1561,0.1761,0.1841,0.1641,0.2001,0.1401,0.1881,0.1961,0.1561,0.1961,0.1641,0.1961,0.1801,0.1561,0.1721,0.1641,0.1961,0.1801,0.1961,0.2041,0.1601,0.1561,0.1801,0.1681,0.2001,0.1641,0.1841,0.1721,0.1441,0.1961,0.1681,0.2081,0.2001,0.1801,0.1961,0.1681,0.1641,0.1001,0.1321,0.1401,0.1401,0.1281,0.2121,0.1961,0.1841,0.1841,0.1881,0.2041,0.2001,0.1841,0.2081,0.1921,0.1761,0.1961,0.1961,0.1561,0.1761,0.1561,0.1881,0.1441,0.1641,0.1881,0.1921,0.2001,0.1921,0.1881,0.1881,0.1921,0.2041,0.1961,0.1961,0.1921,0.1921,0.2081,0.2081,0.1521,0.1681,0.1921,0.1601,0.1321,0.2001,0.1801,0.1841,0.1361,0.1841,0.1921,0.1761,0.1881,0.2081,0.2081,0.1881,0.1641,0.2041,0.1921,0.1961,0.2041,0.2161,0.1841,0.2121,0.1961,0.2001,0.1961,0.1281,0.2081,0.1881,0.1841,0.1841,0.1361,0.2121,0.2121,0.1961,0.1761,0.1961,0.1961,0.2121,0.1961,0.1521,0.2121,0.1921
24,cBench,5,office_stringsearch1,0,0.0281,0.0201,0.0121,0.0281,0.0241,0.0321,0.0201,0.0201,0.0321,0.0241,0.0161,0.0361,0.0281,0.0321,0.0281,0.0281,0.0361,0.0241,0.0201,0.0281,0.0321,0.0281,0.0281,0.0321,0.0281,0.0201,0.0241,0.0321,0.0201,0.0281,0.0241,0.0241,0.0201,0.0281,0.0241,0.0361,0.0241,0.0241,0.0281,0.0321,0.0361,0.0321,0.0361,0.0321,0.0281,0.0281,0.0241,0.0201,0.0361,0.0241,0.0241,0.0281,0.0241,0.0361,0.0241,0.0201,0.0201,0.0281,0.0201,0.0281,0.0281,0.0321,0.0321,0.0321,0.0161,0.0201,0.0281,0.0241,0.0241,0.0241,0.0321,0.0201,0.0321,0.0321,0.0361,0.0361,0.0281,0.0201,0.0241,0.0281,0.0201,0.0201,0.0321,0.0281,0.0201,0.0241,0.0281,0.0281,0.0321,0.0201,0.0201,0.0201,0.0361,0.0361,0.0241,0.0241,0.0281,0.0321,0.0321,0.0201,0.0241,0.0281,0.0361,0.0241,0.0281,0.0321,0.0281,0.0361,0.0241,0.0241,0.0281,0.0201,0.0361,0.0281,0.0321,0.0321,0.0321,0.0361,0.0321,0.0281,0.0321,0.0281,0.0201,0.0281,0.0361,0.0281,0.0321,0.0161
25,cBench,1,automotive_qsort1,0,1.7361,1.7361,1.6241,1.7001,1.8441,1.7601,1.6841,1.7401,1.5681,1.5601,1.6201,1.7441,1.5921,1.8001,1.7761,1.7401,1.7841,1.7601,1.7681,1.6761,1.5801,1.6001,1.6961,1.6601,1.5441,1.8481,1.7401,1.7801,1.7001,1.7561,1.8721,1.5601,1.7441,1.7641,1.8081,1.7361,1.7001,1.8281,1.8001,1.7321,1.6681,1.7641,1.7441,1.7441,1.8721,1.7521,1.6081,1.7441,1.8441,1.7761,1.8841,1.5761,1.6241,1.6401,1.8361,1.7241,1.6601,1.7521,1.8241,1.5281,1.5481,1.8641,1.7401,1.6601,1.8401,1.7441,1.7201,1.8881,1.8401,1.5641,1.8841,1.7401,1.8441,1.7441,1.8441,1.7601,1.8201,1.5801,1.6681,1.7521,1.7561,1.8201,1.7641,1.6001,1.7361,1.7921,1.8361,1.8121,1.7081,1.6201,1.6281,1.6921,1.5761,1.5801,1.5441,1.6721,1.6241,1.5361,1.5561,1.7281,1.5641,1.7121,1.6321,1.8841,1.7241,1.5921,1.7121,1.6081,1.6201,1.5721,1.8601,1.7321,1.7241,1.7561,1.6601,1.8561,1.7161,1.8121,1.7281,1.7561,1.7601,1.8481,1.7521,1.5561,1.7521,1.7161,1.5841,1.6201
26,cBench,2,automotive_qsort1,0,0.9161,0.8601,0.8801,1.0601,1.3681,1.0841,0.9041,0.9401,0.9401,1.0121,0.9561,1.0241,0.9361,1.0721,1.0881,0.9521,1.0801,0.9001,0.9641,0.9561,1.0681,0.9161,0.9641,1.0081,0.9281,0.9481,0.8641,0.8881,1.0001,0.9241,1.1561,1.2641,0.8881,1.0361,0.9561,1.0401,0.8721,0.9521,0.9321,0.9321,0.9681,1.0321,1.0921,0.9281,1.0041,1.0801,1.0721,1.0801,1.0121,1.0521,1.0041,0.9321,0.9681,0.9361,0.9681,1.0121,0.9361,0.8601,1.0601,1.0361,0.9161,0.9641,1.0601,0.9281,0.9521,1.0161,1.0281,1.1841,1.1041,0.8761,0.9801,0.9161,0.9001,1.0321,1.0321,0.9161,0.9201,0.8521,1.0841,1.0241,0.9121,1.1241,1.0201,0.9281,0.9441,0.9001,1.0001,1.1041,1.1561,1.0801,0.9361,1.1241,0.9361,0.9361,1.0601,1.0641,0.9241,0.9921,0.8641,1.0041,0.8841,1.0161,1.0961,0.9761,0.9281,0.9401,1.1441,0.9921,0.9001,1.0041,0.9441,0.9121,1.0601,1.0521,1.0561,1.1281,0.8841,0.8841,0.9161,0.9121,0.8801,1.1361,0.9321,0.8761,0.8921,0.9241,0.8841,0.8721
27,cBench,3,automotive_qsort1,0,1.3401,1.3561,1.2361,1.2521,1.2521,1.4041,1.3801,1.4361,1.1961,1.3681,1.4361,1.2321,1.2481,1.4041,1.4201,1.5041,1.2601,1.3281,1.4241,1.2601,1.2041,1.3481,1.4201,1.3081,1.2201,1.2721,1.2321,1.2641,1.2001,1.4161,1.3481,1.2641,1.4121,1.4561,1.4401,1.2361,1.1841,1.3721,1.2561,1.2121,1.5001,1.3481,1.4681,1.4161,1.3561,1.3041,1.4161,1.4401,1.3641,1.2201,1.3561,1.2521,1.3161,1.4281,1.4361,1.2321,1.2841,1.2281,1.2601,1.2481,1.2281,1.3121,1.3721,1.2001,1.2881,1.3481,1.4241,1.3001,1.3681,1.3281,1.3441,1.4241,1.4481,1.3881,1.3121,1.2041,1.3081,1.1721,1.4561,1.3961,1.3841,1.4281,1.3561,1.2001,1.3321,1.2361,1.3401,1.4081,1.3401,1.2961,1.2721,1.3641,1.3841,1.4001,1.2561,1.2641,1.2561,1.1761,1.2761,1.4481,1.3841,1.5081,1.3921,1.5081,1.2201,1.2681,1.3401,1.2561,1.4081,1.3721,1.4841,1.3601,1.2361,1.2441,1.3521,1.3041,1.4281,1.2801,1.2801,1.2521,1.3881,1.3241,1.4201,1.3201,1.3321,1.2401,1.2201,1.2121
28,cBench,4,automotive_qsort1,0,1.3601,1.5521,1.4281,1.5321,1.4681,1.4121,1.5561,1.5521,1.4601,1.3881,1.5681,1.3761,1.5401,1.5401,1.5841,1.5081,1.4201,1.5241,1.5921,1.4521,1.3881,1.3361,1.5561,1.4721,1.6521,1.5601,1.6521,1.6001,1.3761,1.5481,1.4561,1.5641,1.5641,1.5481,1.4721,1.5401,1.4961,1.4241,1.4321,1.3561,1.6241,1.3681,1.5641,1.4161,1.5281,1.5961,1.5441,1.6521,1.6361,1.3961,1.4761,1.5401,1.5881,1.5481,1.4641,1.5121,1.6201,1.5041,1.4681,1.4521,1.3921,1.4401,1.3721,1.3721,1.5121,1.4521,1.4681,1.6081,1.6521,1.5401,1.4641,1.4041,1.4521,1.5601,1.4601,1.3921,1.4121,1.5361,1.6281,1.4121,1.4601,1.4161,1.5401,1.5041,1.5081,1.3721,1.4761,1.5601,1.5401,1.4161,1.4601,1.5161,1.4281,1.3801,1.3481,1.6161,1.6001,1.3841,1.4961,1.4881,1.4121,1.4561,1.5001,1.5281,1.4161,1.3681,1.4961,1.5721,1.4361,1.3401,1.4161,1.5201,1.5521,1.3921,1.6001,1.5121,1.5801,1.5801,1.4321,1.4041,1.3801,1.6521,1.4521,1.3641,1.5681,1.3921,1.4361,1.5841
29,cBench,5,automotive_qsort1,0,1.1361,0.9601,0.9841,1.1281,1.0361,1.0241,0.9681,1.2041,1.1281,1.1561,1.0241,0.9601,1.1481,1.0401,1.0401,1.1081,1.0201,1.1361,1.1961,1.1721,1.0121,1.1401,1.2481,1.0801,1.0161,1.2201,1.1441,1.0641,1.1001,1.0441,1.1081,1.0201,1.1401,1.2041,1.2001,1.0641,1.0641,1.1841,1.0641,1.0201,1.0721,0.9601,0.9921,1.0241,1.0561,1.1881,1.0041,1.1441,1.2521,1.1761,1.2401,1.0361,1.0361,1.2121,1.1841,1.1681,1.0721,1.1481,1.1561,1.0041,1.0161,1.0161,1.1681,1.1721,1.2121,0.9881,1.1681,1.2241,1.1001,1.1481,1.0801,0.9921,1.0521,1.0281,1.2041,1.1801,1.2321,1.0201,1.0201,0.9681,1.0201,1.0481,1.1561,1.0241,1.1161,1.1841,1.1081,1.1521,1.1121,1.0881,0.9881,1.1201,1.2041,1.1961,0.9681,1.1841,0.9681,1.0041,0.9921,1.0481,1.0361,1.0961,1.1241,1.0561,1.0321,1.1601,1.0881,1.1281,1.1841,1.0241,1.1601,1.0161,1.1601,1.0041,1.0401,1.2361,1.2241,1.0641,1.0441,0.9641,1.0241,1.0481,1.0401,0.9841,0.9961,0.9961,1.0361,1.1841
30,cBench,1,consumer_tiffdither,0,0.1361,0.1521,0.1481,0.1321,0.1521,0.1521,0.1521,0.1361,0.1321,0.1401,0.1521,0.1521,0.1521,0.1521,0.1481,0.1481,0.1321,0.1481,0.1521,0.1521,0.1281,0.1641,0.1521,0.1241,0.1241,0.1521,0.1401,0.1321,0.1561,0.1321,0.1241,0.1561,0.1361,0.1601,0.1521,0.1241,0.1441,0.1561,0.1481,0.1521,0.1561,0.1521,0.1361,0.1521,0.1321,0.1521,0.1481,0.1521,0.1441,0.1401,0.1481,0.1481,0.0921,0.1521,0.1481,0.1481,0.1521,0.1481,0.1401,0.1521,0.1521,0.1521,0.1481,0.1281,0.1401,0.1441,0.1481,0.1361,0.1161,0.1761,0.1481,0.1521,0.1401,0.1481,0.1521,0.1361,0.1481,0.1481,0.1321,0.1561,0.1521,0.1561,0.1521,0.1481,0.1561,0.1321,0.1361,0.1401,0.1561,0.1521,0.1481,0.1561,0.1521,0.1601,0.1521,0.1401,0.1521,0.1521,0.1521,0.1521,0.1481,0.1441,0.1441,0.1521,0.1481,0.1401,0.1521,0.1601,0.1441,0.1601,0.1401,0.1481,0.1521,0.1481,0.1521,0.1281,0.1401,0.1521,0.1241,0.1521,0.1441,0.1521,0.1521,0.1561,0.1521,0.1521,0.1521,0.1121
31,cBench,2,consumer_tiffdither,0,0.2361,0.2281,0.2281,0.1881,0.2121,0.2161,0.2321,0.2481,0.2161,0.2161,0.2401,0.2361,0.2321,0.2441,0.2361,0.2081,0.2441,0.2121,0.2321,0.2321,0.2001,0.2361,0.2321,0.1921,0.2321,0.2401,0.2361,0.1921,0.2241,0.2321,0.2361,0.2401,0.2361,0.2441,0.2281,0.2361,0.1681,0.2361,0.2161,0.2361,0.2441,0.2361,0.2441,0.2361,0.2321,0.2321,0.2321,0.2441,0.2481,0.2201,0.2561,0.2161,0.2401,0.2321,0.2001,0.2441,0.2441,0.2401,0.2361,0.2361,0.2321,0.2441,0.2481,0.2361,0.2361,0.2321,0.2281,0.2481,0.2281,0.2321,0.2281,0.2441,0.1521,0.2361,0.2281,0.2241,0.2441,0.2161,0.2201,0.2241,0.2441,0.2241,0.2361,0.2241,0.2441,0.2361,0.2481,0.2441,0.2441,0.2441,0.1881,0.2401,0.2321,0.2361,0.2201,0.2201,0.2401,0.2241,0.2361,0.2241,0.2361,0.2521,0.2321,0.2401,0.2321,0.2361,0.2441,0.1801,0.2441,0.2361,0.2321,0.2361,0.2401,0.2321,0.2401,0.2361,0.2401,0.2281,0.2241,0.2241,0.2401,0.2481,0.2361,0.2401,0.2281,0.2241,0.2281,0.2361
32,cBench,3,consumer_tiffdither,0,17.7641,17.7601,17.8881,18.4841,18.7801,17.8561,17.6201,17.9041,17.7081,18.0001,18.2761,18.5121,18.2001,17.8961,17.7201,18.4561,18.5681,17.5521,18.0801,18.5601,17.6841,17.3401,18.3801,18.2201,17.9761,18.1161,17.7921,18.0481,18.0801,17.5681,17.8441,18.3521,17.3241,18.5801,17.8361,17.5481,17.6681,18.0401,17.9681,17.3681,18.4241,17.8641,18.0081,18.0001,17.9321,18.3001,17.8081,18.6801,18.9401,17.6401,19.4961,17.9241,18.3761,18.0761,17.7921,17.5801,17.9921,17.6681,18.3841,18.2841,17.9721,17.8241,17.7321,17.9041,17.8561,18.5321,17.6961,18.7401,18.4921,17.5641,18.7081,18.2561,18.8161,18.4201,18.2241,17.6481,18.0441,18.8481,18.0281,18.0281,17.7481,18.1401,17.8441,18.3801,18.8161,17.9161,18.9361,18.2841,18.6161,18.7481,18.9361,19.4201,18.6681,18.2401,18.8081,18.8241,17.7041,17.8841,17.7521,18.7161,17.8961,19.3121,17.8921,19.3121,17.9521,17.9361,18.8921,18.1961,18.9241,17.9601,18.6241,18.1041,18.5681,17.8441,18.2361,19.4401,18.1041,18.1401,18.4521,18.0961,18.0841,18.8201,18.8121,18.1121,18.1601,17.9641,18.5921,18.0041
33,cBench,4,consumer_tiffdither,0,0.7441,1.0641,0.8161,0.8561,0.9001,0.9521,0.8601,0.8841,0.9281,0.8161,0.9041,0.9001,0.8881,0.8561,0.8521,0.7561,0.9441,0.8921,0.9281,0.9401,0.7561,0.8841,0.9681,0.9161,0.9641,0.9121,0.9041,0.8881,0.8881,0.9521,0.9441,0.9201,0.8641,0.8961,0.9081,0.7881,0.9201,0.9441,0.9761,1.0561,0.8921,0.9041,0.7721,0.9401,0.9241,0.8921,0.8401,0.8321,0.8921,0.8361,0.8841,0.9321,0.8441,0.9721,0.8801,0.9281,0.8521,0.9121,0.7241,0.7161,0.8881,0.8921,0.9081,0.9241,0.8361,0.9481,0.8921,0.9441,0.7241,0.8721,0.9281,0.8521,1.0841,0.8961,0.9121,0.9281,0.7081,0.8241,0.9001,0.8881,0.9241,0.9321,0.9361,0.9521,0.9401,0.9081,0.8601,0.7841,0.9401,0.7801,0.9481,0.9521,0.9281,0.9881,0.7481,0.9361,0.9521,0.7201,0.9361,0.9201,0.8881,0.8481,0.9081,0.9321,0.7201,0.7521,1.0041,0.9121,0.9201,0.9241,0.8881,0.9121,0.9081,0.9281,0.8601,0.8881,0.9001,0.9201,0.9161,0.9241,0.9361,0.8241,0.9081,0.9121,0.9121,0.8721,0.9281,0.8641
34,cBench,5,consumer_tiffdither,0,0.0361,0.0681,0.0681,0.0721,0.0561,0.0641,0.0721,0.0721,0.0681,0.0681,0.0721,0.0721,0.0641,0.0521,0.0681,0.0561,0.0561,0.0681,0.0721,0.0681,0.0641,0.0561,0.0721,0.0721,0.0681,0.0681,0.0641,0.0481,0.0721,0.0641,0.0721,0.0681,0.0401,0.0721,0.0521,0.0641,0.0601,0.0681,0.0601,0.0481,0.0721,0.0641,0.0601,0.0641,0.0601,0.0681,0.0521,0.0601,0.0641,0.0641,0.0321,0.0681,0.0721,0.0681,0.0681,0.0601,0.0721,0.0721,0.0641,0.0601,0.0641,0.0681,0.0721,0.0601,0.0521,0.0721,0.0641,0.0681,0.0681,0.0601,0.0681,0.0641,0.0601,0.0681,0.0601,0.0681,0.0561,0.0681,0.0681,0.0721,0.0641,0.0441,0.0681,0.0721,0.0561,0.0521,0.0681,0.0681,0.0681,0.0681,0.0681,0.0681,0.0681,0.0601,0.0721,0.0681,0.0641,0.0561,0.0521,0.0481,0.0601,0.0561,0.0681,0.0681,0.0681,0.0721,0.0681,0.0641,0.0481,0.0641,0.0841,0.0521,0.0641,0.0681,0.0681,0.0721,0.0521,0.0441,0.0681,0.0641,0.0641,0.0761,0.0561,0.0681,0.0561,0.0561,0.0521,0.0681
35,cBench,1,security_rijndael_e,0,0.0081,0.0081,0.0081,0.0161,0.0081,0.0121,0.0081,0.0041,0.0081,0.0081,0.0121,0.0121,0.0081,0.0081,0.0041,0.0081,0.0081,0.0081,0.0121,0.0081,0.0081,0.0081,0.0121,0.0081,0.0081,0.0081,0.0121,0.0081,0.0121,0.0121,0.0081,0.0081,0.0081,0.0041,0.0121,0.0121,0.0081,0.0121,0.0161,0.0121,0.0161,0.0081,0.0161,0.0121,0.0081,0.0081,0.0081,0.0081,0.0081,0.0081,0.0121,0.0121,0.0081,0.0081,0.0041,0.0161,0.0121,0.0121,0.0121,0.0081,0.0081,0.0081,0.0081,0.0121,0.0121,0.0121,0.0121,0.0081,0.0161,0.0081,0.0121,0.0081,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0081,0.0081,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0081,0.0161,0.0081,0.0121,0.0081,0.0161,0.0081,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0081,0.0121,0.0121,0.0121,0.0161,0.0161,0.0121,0.0161,0.0081,0.0121,0.0121,0.0081,0.0081,0.0121,0.0121,0.0121,0.0121,0.0121,0.0081
36,cBench,2,security_rijndael_e,0,0.0881,0.0721,0.0721,0.0441,0.0841,0.0681,0.0641,0.0881,0.0481,0.0881,0.0881,0.0801,0.0641,0.0921,0.0681,0.0601,0.0761,0.0841,0.0721,0.0841,0.0801,0.0881,0.0881,0.0841,0.0681,0.0881,0.0441,0.0481,0.0801,0.0401,0.0801,0.0761,0.0601,0.0881,0.0441,0.0801,0.0601,0.1001,0.0881,0.0841,0.0681,0.0641,0.0801,0.0681,0.0601,0.0841,0.0761,0.0641,0.0841,0.0641,0.0801,0.0761,0.0761,0.0881,0.0601,0.0801,0.0801,0.0601,0.0601,0.0601,0.0721,0.0801,0.0881,0.0841,0.0921,0.0841,0.0681,0.0721,0.0681,0.0601,0.0601,0.0881,0.0961,0.0601,0.0721,0.0761,0.0601,0.0921,0.0921,0.0761,0.0761,0.0881,0.0601,0.0881,0.0881,0.0881,0.0641,0.0801,0.0721,0.0721,0.0841,0.0921,0.0881,0.0721,0.0681,0.0761,0.0641,0.0601,0.0881,0.0801,0.0641,0.0721,0.0681,0.0721,0.0881,0.0681,0.0841,0.0681,0.0841,0.0841,0.0961,0.0961,0.0881,0.1001,0.0681,0.0641,0.0841,0.0841,0.0841,0.0841,0.0841,0.0881,0.0681,0.0841,0.0721,0.0881,0.0961,0.0841
37,cBench,3,security_rijndael_e,0,0.1841,0.1881,0.1961,0.1881,0.1961,0.1721,0.1841,0.2001,0.1961,0.2041,0.1761,0.1521,0.1881,0.2081,0.1881,0.2041,0.1841,0.1641,0.1641,0.1441,0.1921,0.1921,0.1961,0.1721,0.1561,0.1761,0.1761,0.1961,0.1561,0.1921,0.1961,0.1841,0.1401,0.1441,0.1881,0.1801,0.1881,0.2041,0.1841,0.1921,0.1641,0.1481,0.1881,0.1841,0.1761,0.1921,0.1841,0.1961,0.1681,0.1961,0.1961,0.1761,0.1481,0.1801,0.1801,0.1881,0.1441,0.1961,0.1961,0.1881,0.1801,0.1801,0.2001,0.1681,0.1761,0.1761,0.2041,0.1961,0.1881,0.1681,0.1881,0.1881,0.2041,0.2001,0.1481,0.1801,0.1961,0.1881,0.1641,0.2001,0.1921,0.1601,0.2081,0.1841,0.1841,0.1521,0.1881,0.1001,0.1841,0.1761,0.1441,0.2081,0.2041,0.1801,0.1561,0.1721,0.1961,0.2001,0.1961,0.1801,0.1961,0.2081,0.1841,0.1921,0.1921,0.1841,0.2081,0.2001,0.1841,0.1841,0.2001,0.1961,0.1041,0.1761,0.1841,0.2001,0.1521,0.1481,0.1641,0.1921,0.1801,0.1961,0.2081,0.1961,0.2121,0.1561,0.2081,0.1441
38,cBench,4,security_rijndael_e,0,4.1721,4.1121,4.1961,4.1601,4.2241,4.2001,4.1601,4.3161,4.2241,4.2321,4.1401,4.1121,4.1401,4.4081,4.0081,4.1441,4.1161,4.1401,4.5201,4.1081,5.9321,4.2641,4.4001,4.2361,4.1721,4.3241,4.1361,4.3361,4.2601,4.1121,4.1761,4.1041,4.2881,4.5921,4.3001,4.2921,2.8041,4.4841,4.1001,4.2721,4.4641,4.1841,4.3681,4.4761,4.2881,4.2161,4.1441,4.6561,4.2081,3.4401,4.6281,4.3521,4.6201,3.7721,4.3041,4.3561,4.3401,4.3561,4.5121,4.3201,4.2841,4.4561,4.6081,4.4761,4.3001,4.3201,4.2681,4.5201,4.3281,4.3201,4.5641,4.4401,4.4961,4.4681,4.1681,4.1481,4.6121,4.0801,4.5121,4.3921,4.1121,4.3401,4.3921,4.2361,4.1961,4.1401,4.5321,4.2361,4.5081,4.4401,4.3601,4.3481,4.4401,4.5881,4.2681,4.4401,4.5681,4.5161,4.4721,4.2961,4.2681,4.5921,4.2721,4.4561,4.4561,4.2241,4.5721,4.4881,4.4681,4.1481,4.5321,4.5001,4.4281,4.5681,4.2801,4.4561,4.4441,4.3681,4.6001,4.4761,4.3921,4.6041,4.2441,4.4161,4.4281,4.5121,4.5641,4.4161
39,cBench,5,security_rijndael_e,0,0.3201,0.3401,0.3121,0.3601,0.3281,0.3361,0.3041,0.3721,0.3641,0.3081,0.3241,0.2401,0.3521,0.2521,0.3521,0.3681,0.3161,0.1841,0.2801,0.3601,0.3521,0.3641,0.3241,0.3241,0.3641,0.3681,0.3441,0.3721,0.3761,0.3641,0.3361,0.3521,0.3401,0.3081,0.3561,0.3601,0.2961,0.3241,0.3681,0.3681,0.3001,0.3041,0.3601,0.3521,0.3601,0.3201,0.3321,0.3721,0.3641,0.3401,0.3281,0.3441,0.3721,0.3561,0.3521,0.3481,0.3681,0.3201,0.3841,0.3641,0.2881,0.3401,0.2241,0.3681,0.3481,0.3361,0.3561,0.3361,0.3681,0.3521,0.3521,0.3561,0.3801,0.3681,0.3721,0.3481,0.3641,0.3641,0.3761,0.3681,0.3641,0.3081,0.3641,0.3481,0.3241,0.3241,0.2921,0.2841,0.3681,0.3361,0.3401,0.2921,0.2761,0.3561,0.3561,0.3721,0.3601,0.3721,0.3801,0.3321,0.3561,0.3441,0.3521,0.3441,0.3481,0.2761,0.3481,0.3521,0.3041,0.3721,0.3601,0.3601,0.3241,0.3441,0.3521,0.3801,0.3521,0.3721,0.3641,0.3921,0.3681,0.3801,0.3801,0.3681,0.3361,0.3481,0.3881,0.3521
